Symbol,Interval,Strategy,EntryType,ExitType,EntryDate,ExitDate,Profit,EntryPrice,ExitPrice
PEL,1wk,MACDShort,SELL,CLOSED,1736101800,1736706600,9.86,1095.85,987.85
PFC,1wk,MacdNewShort,SELL,CLOSED,1736101800,1765737000,25.95,464.8,344.2
TITAN,1wk,MACDLong,BUY,CLOSED,1736101800,1739730600,-6.91,3451.65,3213.25
ABFRL,1wk,MacdNewShort,SELL,CLOSED,1735497000,1748197800,68.6,282.0,88.55
CUMMINSIND,1wk,MacdNewShort,SELL,CLOSED,1735497000,1750012200,-0.37,3297.65,3310.0
DRREDDY,1wk,MacdNewLong,BUY,CLOSED,1735497000,1738521000,-13.28,1389.45,1204.95
HAL,1wk,MacdNewShort,SELL,CLOSED,1735497000,1740940200,27.05,4233.35,3088.2
HINDALCO,1wk,MacdNewShort,SELL,CLOSED,1735497000,1742754600,-12.63,617.4,695.35
LTTS,1wk,MacdNewShort,SELL,CLOSED,1735497000,1737916200,-15.74,4692.3,5431.0
MANAPPURAM,1wk,MACDLong,BUY,CLOSED,1735497000,1737311400,5.52,183.62,193.75
MRF,1wk,MACDLong,BUY,CLOSED,1735497000,1736101800,-3.95,131553.8,126362.5
NAVINFLUOR,1wk,MacdNewShort,SELL,CLOSED,1735497000,1736706600,-9.61,3312.65,3630.95
PIDILITIND,1wk,MacdNewShort,SELL,CLOSED,1735497000,1747593000,-6.07,1457.2,1545.6
RECLTD,1wk,MacdNewShort,SELL,CLOSED,1735497000,1740940200,29.0,507.45,360.3
SBIN,1wk,MACDShort,SELL,CLOSED,1735497000,1736706600,7.05,799.65,743.25
TATACHEM,1wk,MacdNewShort,SELL,CLOSED,1735497000,1740940200,25.71,1046.35,777.35
ABB,1wk,MacdNewShort,SELL,CLOSED,1734892200,1740940200,28.69,6921.25,4935.4
BANKBARODA,1wk,MacdNewShort,SELL,CLOSED,1734892200,1748197800,-1.02,240.59,243.04
Nifty Bank,1wk,MACDShort,SELL,CLOSED,1734892200,1737311400,4.37,50759.2,48540.6
FEDERALBNK,1wk,MACDShort,SELL,CLOSED,1734892200,1736101800,-5.55,194.46,205.25
HDFCLIFE,1wk,MacdNewShort,SELL,CLOSED,1734892200,1744569000,-9.9,623.8,685.55
JINDALSTEL,1wk,MacdNewShort,SELL,CLOSED,1734892200,1748197800,-4.99,908.05,953.4
LTIM,1wk,MACDShort,SELL,CLOSED,1734892200,1736706600,-5.15,5824.3,6124.4
LTTS,1wk,MACDShort,SELL,CLOSED,1734892200,1737311400,-11.3,4828.5,5373.95
MCX,1wk,MACDShort,SELL,CLOSED,1734892200,1736706600,11.9,1279.48,1127.17
METROPOLIS,1wk,GoldenCrossLong,BUY,CLOSED,1734892200,1737311400,-8.13,2058.05,1890.7
MOTHERSON,1wk,MacdNewShort,SELL,CLOSED,1734892200,1751221800,1.24,104.04,102.75
NATIONALUM,1wk,MACDShort,SELL,CLOSED,1734892200,1736706600,6.08,215.36,202.26
PIIND,1wk,MacdNewShort,SELL,CLOSED,1734892200,1750012200,-4.17,3813.75,3972.6
PVRINOX,1wk,MacdNewShort,SELL,CLOSED,1734892200,1739730600,26.33,1382.1,1018.25
SIEMENS,1wk,MACDShort,SELL,CLOSED,1734892200,1735497000,4.7,4032.04,3842.5
SUNTV,1wk,MacdNewShort,SELL,OPEN,1734892200,1768246389,19.88,696.85,558.3
TATACHEM,1wk,MACDShort,SELL,CLOSED,1734892200,1736706600,4.97,1028.85,977.75
TATAPOWER,1wk,MacdNewShort,SELL,CLOSED,1734892200,1750012200,0.97,401.1,397.2
TCS,1wk,MACDShort,SELL,CLOSED,1734892200,1739730600,5.65,4170.3,3934.85
TECHM,1wk,MACDShort,SELL,CLOSED,1734892200,1740940200,11.76,1686.05,1487.85
UBL,1wk,MacdNewLong,BUY,CLOSED,1734892200,1742149800,-5.61,2025.35,1911.65
AUROPHARMA,1wk,MacdNewShort,SELL,CLOSED,1734287400,1763922600,0.21,1208.4,1205.9
BAJAJ-AUTO,1wk,MacdNewShort,SELL,CLOSED,1734287400,1757269800,-0.7,9021.4,9084.5
BANKBARODA,1wk,MacdNewLong,BUY,CLOSED,1734287400,1734892200,-6.74,257.99,240.59
BATAINDIA,1wk,MACDLong,BUY,CLOSED,1734287400,1734892200,-6.3,1432.45,1342.25
CANBK,1wk,MACDLong,BUY,CLOSED,1734287400,1734892200,-6.54,106.58,99.61
CANFINHOME,1wk,MacdNewShort,SELL,CLOSED,1734287400,1740335400,25.47,803.1,598.55
CIPLA,1wk,MacdNewShort,SELL,CLOSED,1734287400,1750012200,-4.0,1447.3,1505.2
DIVISLAB,1wk,MACDShort,SELL,CLOSED,1734287400,1738521000,4.39,5876.7,5618.55
DLF,1wk,MacdNewLong,BUY,CLOSED,1734287400,1736706600,-13.63,870.85,752.15
JINDALSTEL,1wk,MacdNewLong,BUY,CLOSED,1734287400,1734892200,-9.08,998.75,908.05
NTPC,1wk,MacdNewShort,SELL,OPEN,1734287400,1768246386,5.52,357.15,337.45
PNB,1wk,MACDLong,BUY,CLOSED,1734287400,1734892200,-6.46,107.73,100.77
SHREECEM,1wk,MacdNewLong,BUY,CLOSED,1734287400,1761503400,4.04,27591.45,28705.0
BAJAJFINSV,1wk,MacdNewShort,SELL,CLOSED,1733682600,1738521000,-7.27,1635.2,1754.0
BANKBARODA,1wk,MACDLong,BUY,CLOSED,1733682600,1734892200,-9.07,264.6,240.59
BSOFT,1wk,MACDLong,BUY,CLOSED,1733682600,1734892200,-5.11,608.1,577.0
JKCEMENT,1wk,MacdNewLong,BUY,CLOSED,1733682600,1749407400,27.84,4596.65,5876.5
NAVINFLUOR,1wk,MacdNewLong,BUY,CLOSED,1733682600,1735497000,-6.84,3555.8,3312.65
NMDC,1wk,MACDLong,BUY,CLOSED,1733682600,1734892200,-10.69,79.55,71.05
RECLTD,1wk,MacdNewLong,BUY,CLOSED,1733682600,1735497000,-9.24,559.1,507.45
APOLLOTYRE,1wk,MacdNewLong,BUY,CLOSED,1733077800,1737311400,-11.15,509.65,452.8
AXISBANK,1wk,MacdNewShort,SELL,CLOSED,1733077800,1745778600,-2.64,1136.3,1166.3
BIOCON,1wk,GoldenCrossLong,BUY,CLOSED,1733077800,1734892200,-8.0,365.15,335.95
BPCL,1wk,MacdNewShort,SELL,CLOSED,1733077800,1746988200,-5.05,292.1,306.85
COLPAL,1wk,MacdNewShort,SELL,CLOSED,1733077800,1755455400,25.46,2889.75,2154.0
CROMPTON,1wk,GoldenCrossLong,BUY,CLOSED,1733077800,1736101800,-10.48,409.7,366.75
ESCORTS,1wk,MacdNewShort,SELL,CLOSED,1733077800,1753641000,4.0,3553.9,3411.7
HAL,1wk,MacdNewLong,BUY,CLOSED,1733077800,1735497000,-5.44,4476.85,4233.35
IPCALAB,1wk,MACDShort,SELL,CLOSED,1733077800,1735497000,-5.84,1542.55,1632.65
MCX,1wk,MACDShort,SELL,CLOSED,1733077800,1733682600,-11.88,1237.07,1384.0
MFSL,1wk,MACDShort,SELL,CLOSED,1733077800,1736706600,4.96,1133.95,1077.65
NAVINFLUOR,1wk,MACDLong,BUY,CLOSED,1733077800,1734892200,-5.76,3507.9,3305.85
PFC,1wk,MacdNewLong,BUY,CLOSED,1733077800,1736101800,-6.16,495.3,464.8
SBILIFE,1wk,MacdNewShort,SELL,CLOSED,1733077800,1745778600,-17.9,1437.75,1695.1
SHREECEM,1wk,MACDLong,BUY,CLOSED,1733077800,1734287400,5.81,26076.45,27591.45
UPL,1wk,MacdNewShort,SELL,CLOSED,1733077800,1738521000,-10.83,545.0,604.0
BALKRISIND,1wk,MacdNewShort,SELL,OPEN,1732473000,1768246371,12.79,2767.3,2413.4
BRITANNIA,1wk,MacdNewShort,SELL,CLOSED,1732473000,1746383400,-9.34,4848.35,5301.0
CHOLAFIN,1wk,MacdNewShort,SELL,CLOSED,1732473000,1740940200,-15.92,1208.4,1400.75
DRREDDY,1wk,MacdNewShort,SELL,CLOSED,1732473000,1735497000,-14.41,1214.45,1389.45
EXIDEIND,1wk,MacdNewShort,SELL,CLOSED,1732473000,1757269800,2.66,424.05,412.75
GAIL,1wk,MacdNewShort,SELL,CLOSED,1732473000,1750012200,0.66,192.61,191.34
HAL,1wk,MacdNewShort,SELL,CLOSED,1732473000,1733077800,-8.89,4111.35,4476.85
HAVELLS,1wk,MacdNewShort,SELL,OPEN,1732473000,1768246378,12.93,1665.8,1450.4
HINDUNILVR,1wk,MacdNewShort,SELL,CLOSED,1732473000,1753036200,-1.81,2445.25,2489.6
INDUSTOWER,1wk,MacdNewShort,SELL,CLOSED,1732473000,1745173800,-20.54,330.1,397.9
JINDALSTEL,1wk,MacdNewShort,SELL,CLOSED,1732473000,1734287400,-13.63,878.95,998.75
JKCEMENT,1wk,MacdNewShort,SELL,CLOSED,1732473000,1733682600,-11.14,4135.85,4596.65
PAGEIND,1wk,GoldenCrossLong,BUY,CLOSED,1732473000,1734287400,8.88,44765.45,48742.25
RECLTD,1wk,MacdNewShort,SELL,CLOSED,1732473000,1733682600,-10.44,506.25,559.1
TATACHEM,1wk,MACDShort,SELL,CLOSED,1732473000,1733077800,-3.91,1069.9,1111.75
UBL,1wk,MacdNewShort,SELL,CLOSED,1732473000,1734892200,-8.9,1859.85,2025.35
ABCAPITAL,1wk,MacdNewShort,SELL,CLOSED,1731868200,1747593000,-15.52,188.92,218.24
ADANIPORTS,1wk,MacdNewShort,SELL,CLOSED,1731868200,1747593000,-11.3,1264.55,1407.4
APOLLOHOSP,1wk,MACDShort,SELL,CLOSED,1731868200,1733682600,-5.43,6860.65,7233.3
APOLLOTYRE,1wk,MacdNewShort,SELL,CLOSED,1731868200,1733077800,-7.23,475.3,509.65
BAJFINANCE,1wk,MacdNewShort,SELL,CLOSED,1731868200,1736706600,-11.28,654.91,728.8
BALRAMCHIN,1wk,MACDShort,SELL,CLOSED,1731868200,1732473000,4.41,539.4,515.6
BERGEPAINT,1wk,MacdNewShort,SELL,CLOSED,1731868200,1745173800,-10.51,491.9,543.6
BHARATFORG,1wk,MacdNewShort,SELL,CLOSED,1731868200,1750617000,3.8,1328.75,1278.3
COALINDIA,1wk,MacdNewShort,SELL,CLOSED,1731868200,1767551400,-4.43,409.75,427.9
DLF,1wk,MacdNewShort,SELL,CLOSED,1731868200,1734287400,-14.18,762.7,870.85
HEROMOTOCO,1wk,MacdNewShort,SELL,CLOSED,1731868200,1751826600,5.63,4604.0,4345.0
KOTAKBANK,1wk,MacdNewShort,SELL,CLOSED,1731868200,1737916200,-10.44,1707.9,1886.2
MGL,1wk,MacdNewShort,SELL,CLOSED,1731868200,1751221800,-15.17,1312.65,1511.8
PFC,1wk,MacdNewShort,SELL,CLOSED,1731868200,1733077800,-8.93,454.7,495.3
TATACOMM,1wk,MacdNewShort,SELL,CLOSED,1731868200,1751826600,-0.71,1749.9,1762.4
ASIANPAINT,1wk,MacdNewShort,SELL,CLOSED,1731263400,1755455400,8.69,2769.45,2528.7
AUBANK,1wk,MacdNewShort,SELL,CLOSED,1731263400,1746383400,-17.19,580.65,680.45
BANKBARODA,1wk,MACDLong,BUY,CLOSED,1731263400,1731868200,-5.88,256.6,241.5
GODREJCP,1wk,MacdNewShort,SELL,CLOSED,1731263400,1746988200,0.72,1251.05,1242.1
HDFCLIFE,1wk,MACDShort,SELL,CLOSED,1731263400,1733077800,7.16,708.5,657.75
INDIAMART,1wk,MacdNewShort,SELL,CLOSED,1731263400,1750012200,-4.01,2373.45,2468.7
NAVINFLUOR,1wk,MACDLong,BUY,CLOSED,1731263400,1731868200,-6.59,3543.35,3309.9
ONGC,1wk,MacdNewShort,SELL,CLOSED,1731263400,1761503400,2.89,262.55,254.96
PEL,1wk,MACDShort,SELL,CLOSED,1731263400,1732473000,-3.61,1047.65,1085.5
PVRINOX,1wk,MACDShort,SELL,CLOSED,1731263400,1733077800,-4.97,1467.2,1540.05
ZYDUSLIFE,1wk,MacdNewShort,SELL,CLOSED,1731263400,1751826600,-3.16,970.35,1001.0
ALKEM,1wk,MACDShort,SELL,CLOSED,1730658600,1731868200,4.83,5805.25,5524.95
BAJAJFINSV,1wk,MACDShort,SELL,CLOSED,1730658600,1731868200,6.55,1754.7,1639.8
BHARTIARTL,1wk,MACDShort,SELL,CLOSED,1730658600,1731868200,4.08,1616.45,1550.5
BOSCHLTD,1wk,MACDShort,SELL,CLOSED,1730658600,1733682600,-3.05,35182.15,36253.65
DABUR,1wk,MacdNewShort,SELL,CLOSED,1730658600,1754245800,1.51,542.55,534.35
GUJGASLTD,1wk,MacdNewShort,SELL,CLOSED,1730658600,1740940200,29.23,523.35,370.35
HINDCOPPER,1wk,MacdNewShort,SELL,CLOSED,1730658600,1739730600,27.13,294.35,214.5
IGL,1wk,MacdNewShort,SELL,CLOSED,1730658600,1732473000,25.86,210.85,156.32
IOC,1wk,MacdNewShort,SELL,CLOSED,1730658600,1748802600,2.08,144.99,141.97
JSWSTEEL,1wk,MACDShort,SELL,CLOSED,1730658600,1733682600,-3.67,968.3,1003.8
KOTAKBANK,1wk,MACDShort,SELL,CLOSED,1730658600,1734287400,-3.51,1744.4,1805.65
LTIM,1wk,MACDShort,SELL,CLOSED,1730658600,1731263400,-3.41,5731.6,5926.95
M&MFIN,1wk,MacdNewShort,SELL,CLOSED,1730658600,1758479400,-5.91,273.4,289.55
MARUTI,1wk,MacdNewShort,SELL,CLOSED,1730658600,1738521000,-16.26,11110.0,12916.5
MRF,1wk,MacdNewShort,SELL,CLOSED,1730658600,1746988200,-11.63,123330.3,137675.0
SBICARD,1wk,MacdNewShort,SELL,CLOSED,1730658600,1738521000,-18.73,694.8,824.95
SUNPHARMA,1wk,MACDShort,SELL,CLOSED,1730658600,1731868200,4.85,1858.4,1768.2
SYNGENE,1wk,MACDShort,SELL,CLOSED,1730658600,1731263400,-4.31,861.35,898.45
TECHM,1wk,MACDShort,SELL,CLOSED,1730658600,1731263400,-4.85,1603.65,1681.35
TITAN,1wk,MacdNewShort,SELL,CLOSED,1730658600,1747593000,-10.32,3293.7,3633.7
TRENT,1wk,MACDShort,SELL,CLOSED,1730658600,1731263400,11.89,7149.0,6298.95
ADANIENT,1wk,MacdNewShort,SELL,CLOSED,1730053800,1751221800,1.75,2693.45,2646.3
APOLLOHOSP,1wk,MACDShort,SELL,CLOSED,1730053800,1731263400,-6.86,6944.85,7421.4
ATUL,1wk,MACDShort,SELL,CLOSED,1730053800,1730658600,-6.04,7404.55,7851.95
AUBANK,1wk,MACDShort,SELL,CLOSED,1730053800,1731868200,5.06,604.5,573.9
BAJFINANCE,1wk,MACDShort,SELL,CLOSED,1730053800,1731868200,5.23,691.02,654.91
BERGEPAINT,1wk,MACDShort,SELL,CLOSED,1730053800,1731263400,6.09,536.95,504.25
BHEL,1wk,MacdNewShort,SELL,CLOSED,1730053800,1748197800,-17.5,216.85,254.8
GLENMARK,1wk,MACDShort,SELL,CLOSED,1730053800,1731868200,7.82,1663.8,1533.7
HDFCAMC,1wk,MACDShort,SELL,CLOSED,1730053800,1731263400,-3.28,2171.12,2242.27
HINDALCO,1wk,MACDShort,SELL,CLOSED,1730053800,1731263400,4.17,678.75,650.45
HINDPETRO,1wk,MACDShort,SELL,CLOSED,1730053800,1733682600,-7.2,372.4,399.2
INDIAMART,1wk,MACDShort,SELL,CLOSED,1730053800,1730658600,-4.61,2438.75,2551.15
INFY,1wk,MACDShort,SELL,CLOSED,1730053800,1730658600,5.43,1862.05,1760.85
LALPATHLAB,1wk,MACDShort,SELL,CLOSED,1730053800,1731868200,5.78,1568.82,1478.2
LAURUSLABS,1wk,MACDShort,SELL,CLOSED,1730053800,1730658600,-7.3,465.8,499.8
LTF,1wk,MacdNewShort,SELL,CLOSED,1730053800,1745173800,-16.69,140.28,163.69
LUPIN,1wk,MACDShort,SELL,CLOSED,1730053800,1731868200,6.53,2156.7,2015.85
METROPOLIS,1wk,MACDShort,SELL,CLOSED,1730053800,1734287400,-5.63,2105.55,2224.0
NAUKRI,1wk,MACDShort,SELL,CLOSED,1730053800,1732473000,-5.3,1519.53,1599.99
NESTLEIND,1wk,MacdNewShort,SELL,CLOSED,1730053800,1746383400,-3.15,1130.35,1165.9
PIIND,1wk,MACDShort,SELL,CLOSED,1730053800,1730658600,-4.07,4327.65,4503.75
SBICARD,1wk,MACDShort,SELL,CLOSED,1730053800,1733682600,-3.75,691.45,717.4
SHRIRAMFIN,1wk,MACDShort,SELL,CLOSED,1730053800,1731868200,8.73,618.53,564.52
TATACONSUM,1wk,MacdNewShort,SELL,CLOSED,1730053800,1745173800,-15.12,973.05,1120.2
TATAMOTORS,1wk,MacdNewShort,SELL,CLOSED,1730053800,1740940200,28.19,864.3,620.65
TATASTEEL,1wk,MacdNewShort,SELL,CLOSED,1730053800,1748197800,-11.73,145.86,162.97
UNITDSPR,1wk,MACDShort,SELL,CLOSED,1730053800,1733077800,-3.3,1480.2,1529.1
VOLTAS,1wk,MACDShort,SELL,CLOSED,1730053800,1730658600,6.38,1754.85,1642.85
AMBUJACEM,1wk,MacdNewShort,SELL,CLOSED,1729449000,1748802600,3.56,573.95,553.5
ASIANPAINT,1wk,MACDShort,SELL,CLOSED,1729449000,1731263400,7.44,2992.15,2769.45
BAJAJ-AUTO,1wk,MACDShort,SELL,CLOSED,1729449000,1731868200,5.77,10063.95,9482.95
BANDHANBNK,1wk,MacdNewShort,SELL,CLOSED,1729449000,1736706600,25.01,191.96,143.96
BRITANNIA,1wk,MACDShort,SELL,CLOSED,1729449000,1731868200,16.5,5887.2,4915.6
CHOLAFIN,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,6.03,1460.3,1372.2
COLPAL,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,9.24,3395.95,3082.2
HINDUNILVR,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,6.96,2717.1,2528.05
ICICIGI,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,4.54,2020.95,1929.15
ICICIPRULI,1wk,MACDShort,SELL,CLOSED,1729449000,1731263400,4.7,745.35,710.35
IEX,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,5.34,190.96,180.76
ITC,1wk,MACDShort,SELL,CLOSED,1729449000,1731868200,4.26,468.65,448.67
JUBLFOOD,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,6.36,625.0,585.25
LICHSGFIN,1wk,MacdNewShort,SELL,CLOSED,1729449000,1749407400,0.83,618.6,613.45
MANAPPURAM,1wk,MacdNewShort,SELL,CLOSED,1729449000,1737311400,-26.41,153.27,193.75
MGL,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,5.37,1582.25,1497.25
NESTLEIND,1wk,MACDShort,SELL,CLOSED,1729449000,1731868200,7.12,1175.12,1091.4
RELIANCE,1wk,MacdNewShort,SELL,CLOSED,1729449000,1747593000,-7.14,1359.3,1456.4
SBILIFE,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,5.23,1706.05,1616.75
TATACOMM,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,5.09,1873.0,1777.6
TITAN,1wk,MACDShort,SELL,CLOSED,1729449000,1731263400,5.77,3381.45,3186.25
TVSMOTOR,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,9.8,2715.9,2449.8
UPL,1wk,MACDShort,SELL,CLOSED,1729449000,1730053800,6.0,555.25,521.95
BANDHANBNK,1wk,MacdNewLong,BUY,CLOSED,1728844200,1729449000,-8.7,210.26,191.96
CIPLA,1wk,MACDShort,SELL,CLOSED,1728844200,1730053800,6.7,1595.75,1488.9
Nifty Financial Services,1wk,MACDShort,SELL,CLOSED,1728844200,1733682600,-4.62,23612.55,24703.7
HINDPETRO,1wk,MACDShort,SELL,CLOSED,1728844200,1729449000,-9.13,395.5,431.6
ICICIBANK,1wk,MACDShort,SELL,CLOSED,1728844200,1729449000,-3.39,1223.0,1264.5
JKCEMENT,1wk,MACDShort,SELL,CLOSED,1728844200,1731868200,5.65,4238.75,3999.3
LTTS,1wk,MACDShort,SELL,CLOSED,1728844200,1730658600,5.27,5234.2,4958.6
M&MFIN,1wk,MACDShort,SELL,CLOSED,1728844200,1730053800,5.56,284.05,268.25
MPHASIS,1wk,MACDShort,SELL,CLOSED,1728844200,1729449000,-7.63,2876.35,3095.75
MRF,1wk,MACDShort,SELL,CLOSED,1728844200,1730053800,7.15,132197.59,122751.8
MUTHOOTFIN,1wk,MACDShort,SELL,CLOSED,1728844200,1731263400,7.24,1945.45,1804.55
Nifty 50,1wk,MACDShort,SELL,CLOSED,1728844200,1731868200,5.73,24964.25,23532.7
PIDILITIND,1wk,MACDShort,SELL,CLOSED,1728844200,1732473000,4.94,1555.1,1478.28
SRF,1wk,MacdNewShort,SELL,CLOSED,1728844200,1737311400,-10.97,2348.75,2606.45
ABBOTINDIA,1wk,MACDShort,SELL,CLOSED,1728239400,1729449000,-3.93,28104.55,29209.55
APOLLOTYRE,1wk,MACDShort,SELL,CLOSED,1728239400,1730053800,6.16,511.55,480.05
AUROPHARMA,1wk,MACDShort,SELL,CLOSED,1728239400,1730658600,4.46,1466.05,1400.7
BANDHANBNK,1wk,MacdNewShort,SELL,CLOSED,1728239400,1728844200,-12.52,186.86,210.26
Nifty Bank,1wk,MACDShort,SELL,CLOSED,1728239400,1733682600,-3.98,51462.05,53509.5
BPCL,1wk,MACDShort,SELL,CLOSED,1728239400,1730053800,9.98,340.25,306.3
CANBK,1wk,MacdNewShort,SELL,CLOSED,1728239400,1748197800,0.38,107.62,107.21
CANFINHOME,1wk,MACDShort,SELL,CLOSED,1728239400,1730658600,-3.41,847.15,876.05
CUB,1wk,GoldenCrossLong,BUY,CLOSED,1728239400,1730053800,7.96,158.39,171.0
DABUR,1wk,MACDShort,SELL,CLOSED,1728239400,1730053800,5.9,572.45,538.7
DLF,1wk,MACDShort,SELL,CLOSED,1728239400,1729449000,-3.59,844.85,875.15
HDFCAMC,1wk,MACDShort,SELL,CLOSED,1728239400,1728844200,-5.45,2109.73,2224.7
HEROMOTOCO,1wk,MACDShort,SELL,CLOSED,1728239400,1729449000,5.52,5520.85,5216.2
IEX,1wk,GoldenCrossLong,BUY,CLOSED,1728239400,1729449000,-8.17,207.95,190.96
INDIGO,1wk,MACDShort,SELL,CLOSED,1728239400,1730053800,5.28,4609.35,4366.1
LAURUSLABS,1wk,MACDShort,SELL,CLOSED,1728239400,1728844200,-6.51,445.15,474.15
RAMCOCEM,1wk,MacdNewLong,BUY,CLOSED,1728239400,1740940200,-4.54,868.45,829.0
TATACHEM,1wk,MacdNewLong,BUY,CLOSED,1728239400,1735497000,-7.29,1128.65,1046.35
TATACONSUM,1wk,MACDShort,SELL,CLOSED,1728239400,1730053800,13.92,1130.4,973.05
TCS,1wk,MACDShort,SELL,CLOSED,1728239400,1730053800,4.58,4252.25,4057.55
ULTRACEMCO,1wk,MACDShort,SELL,CLOSED,1728239400,1731868200,6.3,11450.25,10728.5
WIPRO,1wk,GoldenCrossLong,BUY,CLOSED,1728239400,1732473000,7.14,266.77,285.83
ADANIENT,1wk,MacdNewLong,BUY,CLOSED,1727634600,1730053800,-13.96,3130.3,2693.45
CANBK,1wk,MacdNewLong,BUY,CLOSED,1727634600,1728239400,-4.85,113.1,107.62
CUB,1wk,MACDShort,SELL,CLOSED,1727634600,1728844200,6.07,163.85,153.9
DEEPAKNTR,1wk,MACDShort,SELL,CLOSED,1727634600,1730053800,7.77,2896.5,2671.4
SRF,1wk,MACDShort,SELL,CLOSED,1727634600,1728239400,4.52,2461.55,2350.35
TATASTEEL,1wk,MacdNewLong,BUY,CLOSED,1727634600,1730053800,-12.42,166.55,145.86
ADANIENT,1wk,MacdNewShort,SELL,CLOSED,1727029800,1727634600,-4.05,3008.5,3130.3
BANDHANBNK,1wk,MacdNewLong,BUY,CLOSED,1727029800,1728239400,-11.04,210.04,186.86
BPCL,1wk,MACDShort,SELL,CLOSED,1727029800,1727634600,-10.9,331.2,367.3
CANBK,1wk,MacdNewShort,SELL,CLOSED,1727029800,1727634600,-7.76,104.96,113.1
CONCOR,1wk,MacdNewShort,SELL,CLOSED,1727029800,1736101800,29.6,893.0,628.64
COROMANDEL,1wk,MACDShort,SELL,CLOSED,1727029800,1731263400,-5.6,1659.15,1752.0
CROMPTON,1wk,MACDShort,SELL,CLOSED,1727029800,1727634600,5.37,446.8,422.8
DRREDDY,1wk,MACDShort,SELL,CLOSED,1727029800,1727634600,-3.03,1310.23,1349.98
GRANULES,1wk,MACDShort,SELL,CLOSED,1727029800,1727634600,-3.0,539.9,556.1
IGL,1wk,GoldenCrossLong,BUY,CLOSED,1727029800,1729449000,-16.18,269.45,225.85
LALPATHLAB,1wk,GoldenCrossLong,BUY,CLOSED,1727029800,1731263400,-7.04,1645.95,1530.1
ASHOKLEY,1wk,MACDShort,SELL,CLOSED,1726425000,1728239400,8.25,122.82,112.69
BAJFINANCE,1wk,MacdNewLong,BUY,CLOSED,1726425000,1731868200,-13.81,759.85,654.91
GNFC,1wk,MacdNewShort,SELL,CLOSED,1726425000,1740940200,28.97,660.1,468.85
INDUSINDBK,1wk,MACDLong,BUY,CLOSED,1726425000,1728239400,-5.55,1464.05,1382.85
IRCTC,1wk,MacdNewShort,SELL,CLOSED,1726425000,1740940200,28.39,936.9,670.95
PETRONET,1wk,MACDShort,SELL,CLOSED,1726425000,1728239400,-6.87,334.85,357.85
PNB,1wk,MacdNewShort,SELL,CLOSED,1726425000,1749407400,0.84,111.11,110.18
TATASTEEL,1wk,MacdNewShort,SELL,CLOSED,1726425000,1727634600,-8.51,153.49,166.55
AARTIIND,1wk,MacdNewShort,SELL,CLOSED,1725820200,1731868200,27.51,604.6,438.25
AUBANK,1wk,MacdNewLong,BUY,CLOSED,1725820200,1731263400,-17.4,703.0,580.65
BATAINDIA,1wk,MacdNewShort,SELL,CLOSED,1725820200,1755455400,25.35,1406.25,1049.7
CHAMBLFERT,1wk,MACDShort,SELL,CLOSED,1725820200,1727029800,4.05,501.3,481.0
FEDERALBNK,1wk,MACDShort,SELL,CLOSED,1725820200,1727634600,-5.59,183.45,193.71
GNFC,1wk,MacdNewLong,BUY,CLOSED,1725820200,1726425000,-3.0,680.55,660.1
GUJGASLTD,1wk,GoldenCrossLong,BUY,CLOSED,1725820200,1727029800,-7.92,667.0,614.2
MANAPPURAM,1wk,MACDShort,SELL,CLOSED,1725820200,1728239400,7.75,205.21,189.3
NMDC,1wk,MacdNewShort,SELL,CLOSED,1725820200,1751221800,0.6,70.33,69.91
NTPC,1wk,MACDShort,SELL,CLOSED,1725820200,1727029800,-7.38,394.8,423.95
ONGC,1wk,MACDShort,SELL,CLOSED,1725820200,1726425000,5.62,308.8,291.45
SAIL,1wk,MacdNewShort,SELL,CLOSED,1725820200,1748802600,0.15,129.38,129.18
SBICARD,1wk,MacdNewLong,BUY,CLOSED,1725820200,1730658600,-13.22,800.65,694.8
SUNTV,1wk,MACDShort,SELL,CLOSED,1725820200,1726425000,-3.06,800.75,825.25
TATACHEM,1wk,MacdNewShort,SELL,CLOSED,1725820200,1728239400,-6.81,1056.65,1128.65
TATAMOTORS,1wk,MACDShort,SELL,CLOSED,1725820200,1726425000,5.46,1049.35,992.1
TITAN,1wk,MacdNewLong,BUY,CLOSED,1725820200,1730658600,-10.87,3695.5,3293.7
ACC,1wk,MacdNewShort,SELL,CLOSED,1725215400,1766946600,25.5,2329.15,1735.3
ASTRAL,1wk,MacdNewShort,SELL,CLOSED,1725215400,1739730600,30.57,1919.35,1332.6
AUBANK,1wk,MACDLong,BUY,CLOSED,1725215400,1726425000,4.97,688.7,722.9
BAJAJFINSV,1wk,MacdNewLong,BUY,CLOSED,1725215400,1733682600,-8.29,1783.05,1635.2
